Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0,0,0,0.05,,,0.3,4,Data Design Interactive,
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0,0,0,0.05,64,29,7.3,13,Konami Software Shanghai,E
Black & Bruised,GC,2003,Fighting,Vivendi Games,0.04,0.01,0,0,0.05,,,,,,E10+
Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,0.02,0.02,0,0,0.05,,,,,,
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0,0,0.05,87,12,6.1,84,Konami,
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0,0.04,0,0.01,0.05,72,14,3.8,59,EA Sports,E
Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,0.02,0.02,0,0.01,0.05,,,,,,E
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,Activision,0.04,0,0,0,0.05,,,,,,
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0.01,0,0,0.05,72,8,7.8,5,"Red Storm Entertainment, Ubisoft Montreal",
Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05,,,,,,M
Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,0.03,0.01,0,0,0.05,69,27,tbd,,Pandemic Studios,
Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,0,0,0.05,0,0.05,,,,,,M
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05,92,38,7.9,451,Maxis,
Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,0,0,0.05,0,0.05,,,,,,T
MiniCopter: Adventure Flight,Wii,2007,Simulation,505 Games,0.04,0,0,0,0.05,,,tbd,,Sonic Powered,
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0,0.03,0,0.01,0.05,72,11,3.9,24,Bright Future GmbH,E
Balloon Pop,Wii,2007,Puzzle,505 Games,0.04,0,0,0,0.05,,,tbd,,UFO Interactive,E
Gitaroo Man,PS2,2001,Misc,THQ,0.02,0.02,0,0.01,0.05,82,21,8.7,25,Koei/Inis,E
Taiko no Tatsujin Portable 2,PSP,2006,Misc,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,E
Super Bubble Pop,GC,2003,Puzzle,Jaleco,0.04,0.01,0,0,0.05,54,12,tbd,,Runecraft,
Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,0,0.04,0,0.01,0.05,,,,,,E
Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,"Destination Software, Inc",0.04,0,0,0,0.05,,,,,,
Time Travelers,PSV,2012,Adventure,Level 5,0,0,0.05,0,0.05,,,,,,
Amnesia Later,PSP,2012,Misc,Idea Factory,0,0,0.05,0,0.05,,,,,,
World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,0.04,0,0,0,0.05,,,,,,
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0,0,0,0.05,,,6.1,13,Behaviour Interactive,
Crazy Chicken: Atlantis Quest,DS,2007,Platform,Phenomedia,0.04,0,0,0,0.05,,,,,,E10+
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0,0,0.05,0,0.05,,,,,,
Intellivision Lives!,XB,2004,Misc,Crave Entertainment,0.03,0.01,0,0,0.05,,,,,,
Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0,0,0.05,,,,,,
Counter Force,Wii,2007,Shooter,505 Games,0.04,0,0,0,0.05,,,tbd,,Hyper-Devbox,
Centipede: Infestation,3DS,2011,Shooter,Atari,0.04,0,0,0,0.05,,,tbd,,WayForward,E10+
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0,0,0,0.05,39,4,3,4,FUN Labs,E10+
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0,0,0.05,87,17,8.1,40,Firaxis Games,T
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.01,0,0,0.05,50,20,5.3,43,"Spark Unlimited, comcept",T
Hero Bank 2,3DS,2014,Role-Playing,Sega,0,0,0.05,0,0.05,,,,,,M
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05,48,7,4.8,4,Epicenter Studios,
Monster Jam: Maximum Destruction,GC,2002,Racing,Ubisoft,0.04,0.01,0,0,0.05,,,,,,T
Big Air Freestyle,GC,2002,Racing,Atari,0.04,0.01,0,0,0.05,56,12,tbd,,Paradigm Entertainment,
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,0,0,0.05,0,0.05,,,,,,T
The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,0,0.04,0,0.01,0.05,,,,,,
Rimo-Cocoron,PS2,2001,Action,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,
Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,0.03,0.01,0,0,0.05,37,13,tbd,,Atomic Planet Entertainment,
Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0,0,0.05,63,11,6.8,13,DC Studios,T
The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05,,,,,,E10+
12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,0,0,0.05,0,0.05,,,,,,
Pool Party,Wii,2007,Sports,SouthPeak Games,0.04,0,0,0,0.05,32,13,0.7,6,SouthPeak Games,
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0,0,0,0.05,41,5,7.2,6,FUN Labs,E
Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0,0,0.05,0,0.05,,,,,,E
Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,0,0,0.05,0,0.05,,,,,,
Company of Heroes,PC,2006,Strategy,THQ,0,0.04,0,0.01,0.05,93,55,8.8,1128,Relic,
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0,0,0.05,0,0.05,,,,,,M
Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0,0,0,0.05,37,9,4.5,4,Coyote Console,
Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,0,0.04,0,0.01,0.05,,,,,,E
Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,0.03,0.02,0,0,0.05,,,,,,
Just Dance 2017,PS3,2016,Misc,Ubisoft,0.01,0.03,0,0.01,0.05,,,tbd,,Ubisoft Paris,
Ride 2,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.05,71,19,8,12,Milestone S.r.l,E10+
Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0,0.05,47,32,4.9,8,CAProduction,E
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0,0.04,0,0.01,0.05,79,22,6.9,40,Ubisoft Romania,E
Brave Story: New Traveller (jp sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,T
Black Jack vs. Matsudajun,PS,2000,Misc,Pony Canyon,0.03,0.02,0,0,0.05,,,,,,
Clever Kids: Creepy Crawlies,DS,2009,Action,Midas Interactive Entertainment,0,0.04,0,0,0.05,,,,,,
Wrath Unleashed,XB,2004,Strategy,LucasArts,0.03,0.01,0,0,0.05,69,32,7,4,Double Helix Games,
March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05,34,8,1.7,6,SkyRiver Studios,T
Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Deep Silver,0.04,0,0,0,0.05,53,9,tbd,,Deep Silver,E
Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,0,0,0.05,0,0.05,,,,,,E
Lips: Deutsche Partyknaller,X360,2009,Misc,Microsoft Game Studios,0,0.04,0,0.01,0.05,,,,,,
Boing! Docomodake DS,DS,2007,Puzzle,Ignition Entertainment,0.04,0,0,0,0.05,,,,,,
Bleach: Soul Carnival,PSP,2008,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,
Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0.01,0,0,0.05,75,21,8.4,5,Million,
Toukiden Kiwami,PSP,2014,Action,Tecmo Koei,0,0,0.05,0,0.05,,,,,,T
Gummy Bears Mini Golf,DS,2010,Sports,Storm City Games,0.04,0,0,0,0.05,,,,,,
Resident Evil Director's Cut,PS3,2006,Action,Capcom,0,0,0.05,0,0.05,,,,,,
Color Cross,DS,2008,Misc,Rising Star Games,0.04,0,0,0,0.05,72,6,tbd,,Rising Star Games,
Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0,0,0,0.05,,,tbd,,Black Lantern Studios,E
The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0,0,0.05,60,6,2.7,13,Crave,EC
Bubble Bobble Revolution,DS,2005,Puzzle,Atari,0.04,0,0,0,0.05,38,19,6.2,6,Taito Corporation,E
Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft,0.03,0.02,0,0,0.05,,,,,,E
World Fantasista,PS2,2002,Sports,SquareSoft,0,0,0.05,0,0.05,,,,,,
Yager,XB,2003,Shooter,THQ,0.03,0.01,0,0,0.05,70,19,9.3,9,Yager,
River City Soccer Hooligans,DS,2010,Sports,Arc System Works,0.04,0,0.01,0,0.05,,,tbd,,Avit-Niigata,T
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo,0,0,0.05,0,0.05,,,,,,T
Cocoto Kart Racer,DS,2004,Racing,Big Ben Interactive,0.04,0,0,0,0.05,,,tbd,,Neko Entertainment,
Root Letter,PSV,2016,Adventure,PQube,0,0.03,0.01,0.01,0.05,78,6,7.8,6,Kadokawa,E
Futurama,XB,2003,Platform,SCi,0.03,0.01,0,0,0.05,58,21,6.9,14,UDS,M
Supreme Commander,PC,2007,Strategy,THQ,0,0.04,0,0.01,0.05,86,44,8.3,263,Gas Powered Games,T
Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,0.04,0,0,0,0.05,62,5,5.3,4,Icon Games,E10+
Wolfenstein,PC,2009,Shooter,Activision,0.01,0.03,0,0.01,0.05,74,41,7.3,261,"id Software, Raven Software",E
Cesar Millan's Dog Whisperer,DS,2008,Simulation,Ubisoft,0.04,0,0,0,0.05,,,8.6,9,Ubisoft,M
Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,0,0,0.05,0,0.05,,,,,,E
Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,Takara,0,0,0.05,0,0.05,,,,,,
Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,0,0.04,0,0.01,0.05,84,16,8.4,21,Kuju Entertainment,
Activision Anthology,GBA,2003,Misc,Activision,0.03,0.01,0,0,0.05,79,13,tbd,,Aspyr,E
Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,0,0.04,0,0,0.05,,,tbd,,Engine Software,E
Wayne Gretzky's 3D Hockey '98,PS,1997,Sports,GT Interactive,0.03,0.02,0,0,0.05,,,,,,E
Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,Idea Factory,0,0,0.05,0,0.05,,,,,,
Resident Evil 6,XOne,2016,Shooter,Capcom,0.04,0,0,0,0.05,63,12,6.3,34,Capcom,
Max & the Magic Marker,DS,2011,Platform,Unknown,0,0.04,0,0,0.05,,,,,,M
Trigger Man,XB,2004,Shooter,Crave Entertainment,0.03,0.01,0,0,0.05,31,5,tbd,,Point of View,
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,0.03,0.01,0,0,0.05,58,30,6.3,30,Gameloft,T
Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,0,0,0.05,0,0.05,,,,,,T
Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,0,0,0.05,0,0.05,,,,,,
Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,0.03,0.01,0,0,0.05,35,11,2,9,Blitz Games,
Hitman (2016),PS4,2016,Action,Square Enix,0,0.04,0,0.01,0.05,,,,,,M
Short Track Racing: Trading Paint,PS2,2009,Racing,THQ,0.02,0.02,0,0.01,0.05,,,tbd,,THQ,
Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,2015,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05,,,,,,E
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0,0,0.05,39,16,5.9,15,7 Studios,
Galaxy Racers,DS,2010,Racing,Ubisoft,0.04,0,0,0,0.05,,,tbd,,KUNST-STOFF,T
Game no Kanzume Vol 1,SCD,1994,Misc,Sega,0,0,0.04,0,0.05,,,,,,E
Rat Attack!,PS,1999,Puzzle,Mindscape,0.03,0.02,0,0,0.04,,,,,,
Black Mirror 2,PC,2009,Adventure,DTP Entertainment,0,0.04,0,0.01,0.04,,,,,,
Pony Friends,DS,2007,Simulation,Eidos Interactive,0,0.04,0,0.01,0.04,67,8,6.6,12,Tantalus Interactive,
Danny Phantom: Urban Jungle,DS,2006,Action,THQ,0.04,0,0,0,0.04,,,,,,E
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,Banpresto,0,0,0.04,0,0.04,,,,,,
Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,0,0,0.04,0,0.04,,,,,,
Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,0,0.04,0,0.01,0.04,,,,,,
The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,SNK Playmore,0,0,0.04,0,0.04,,,,,,
Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,0.04,0,0,0,0.04,67,17,tbd,,Amaze Entertainment,
Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04,60,19,7,4,SNK Playmore,E
Ford Bold Moves Street Racing,PSP,2006,Racing,Xplosiv,0.04,0,0,0,0.04,52,19,tbd,,Razorworks,T
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04,71,28,8.1,73,Milestone S.r.l,E
The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,0.04,0,0,0,0.04,,,tbd,,Brash Entertainment,E
Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0,0,0,0.04,48,33,6.2,18,Killaware,E10+
Rapala Trophies,PSP,2006,Sports,Activision,0.04,0,0,0,0.04,,,tbd,,Sand Grain Studios,T
Phoenix Wright: Revived Turnabout,DS,2008,Misc,Capcom,0,0,0.04,0,0.04,,,,,,E
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,
Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,0.03,0.01,0,0,0.04,,,tbd,,Bandai Namco Games,
National Geographic Panda (US sales),DS,2008,Simulation,Ubisoft,0.04,0,0,0,0.04,,,,,,E
The Hustle: Detroit Streets,PS2,2006,Sports,Activision,0.02,0.02,0,0.01,0.04,46,5,tbd,,Blade Interactive,
Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Adventure,Prototype,0,0,0.04,0,0.04,,,,,,T
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,0,0,0.04,0,0.04,,,,,,
Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0,0,0.04,0,0.04,77,9,8.3,16,Arc System Works,
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,Success,0,0,0.04,0,0.04,,,,,,T
Cheer We Go!,DS,2010,Misc,Natsume,0.04,0,0,0,0.04,,,,,,
Monster High: New Ghoul in School,3DS,2015,Action,Little Orbit,0,0.04,0,0,0.04,,,tbd,,"Torus Games, Little Orbit",
Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,Zoo Digital Publishing,0.03,0.01,0,0,0.04,,,tbd,,Gravity-I,E
Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,0.03,0.01,0,0,0.04,,,7.5,4,Longtail Studios,E
Mafia,PC,2002,Action,Take-Two Interactive,0,0.04,0,0.01,0.04,88,27,9.1,863,Illusion Softworks,T
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.03,0.01,0,0,0.04,61,7,3,4,Ubisoft Montreal,M
World Trigger: Borderless Mission,PSV,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,E
Assault Rigs,PS,1996,Action,Electronic Arts Victor,0.02,0.02,0,0,0.04,,,,,,
Yes! PreCure 5,DS,2007,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0,0,0.04,64,24,8.3,27,Bohemia Interactive,
Candace Kane's Candy Factory,DS,2008,Action,Destineer,0.04,0,0,0,0.04,,,tbd,,F84 Games,T
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0,0,0,0.04,35,8,4.8,13,7 Studios,E
Nanda's Island,DS,2009,Puzzle,Phenomedia,0.04,0,0,0,0.04,,,tbd,,MumboJumbo,E10+
Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.01,0,0,0.04,80,34,6.8,26,Sumo Digital,E
"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,Red Storm Entertainment,0.02,0.02,0,0,0.04,,,,,,E
Front Mission,DS,2007,Strategy,Square Enix,0.01,0,0.03,0,0.04,72,19,8.9,9,Square Enix,
Sushi Go-Round,DS,2010,Simulation,Asylum Entertainment,0.04,0,0,0,0.04,,,tbd,,SouthPeak Games,E10+
World Championship Spelling,DS,2010,Misc,505 Games,0.04,0,0,0,0.04,,,tbd,,505 Games,E
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,E
Tropico 3,PC,2009,Strategy,Kalypso Media,0,0.04,0,0.01,0.04,79,48,8.1,184,Haemimont,
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0,0,0.04,78,20,8.5,11,KCEJ,T
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0,0,0.04,83,15,8.6,1620,DONTNOD Entertainment,T
Angelique Duet,PS,1998,Strategy,Tecmo Koei,0,0,0.04,0,0.04,,,,,,M
Nobunaga's Ambition (3DS),3DS,2013,Simulation,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,0,0.04,0,0.01,0.04,,,,,,
Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0,0,0.04,0,0.04,,,,,,
Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,0.04,0,0,0,0.04,,,tbd,,RED Entertainment,
Crushed Baseball,GBA,2004,Sports,Summitsoft,0.03,0.01,0,0,0.04,,,tbd,,Griptonite Games,E
Dark Arena,GBA,2002,Shooter,THQ,0.03,0.01,0,0,0.04,65,17,tbd,,Graphic State,E
Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,T
Heatseeker,PSP,2007,Action,Codemasters,0.04,0,0,0,0.04,49,7,tbd,,IR Gurus,
Family Fortunes,DS,2009,Misc,Mindscape,0,0.04,0,0,0.04,,,,,,T
TOCA Race Driver 2,XB,2004,Racing,Codemasters,0.03,0.01,0,0,0.04,,,8.3,6,Codemasters,
My Body Coach,Wii,2009,Sports,Big Ben Interactive,0,0.04,0,0,0.04,,,,,,T
Shaun the Sheep,DS,2008,Adventure,D3Publisher,0.04,0,0,0,0.04,58,5,tbd,,Art,
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0,0.01,0.04,66,39,7,31,Rebellion,E
I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,T
Growlanser,PSP,2009,Role-Playing,Atlus,0,0,0.04,0,0.04,,,,,,
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0,0,0.04,0,0.04,,,,,,
Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,0.03,0.01,0,0,0.04,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,Paon,0,0,0.04,0,0.04,,,,,,
Grand Slam,PS,1997,Misc,Virgin Interactive,0.02,0.02,0,0,0.04,,,,,,
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
The King of Fighters 2000,PS2,2002,Fighting,Playmore,0,0,0.04,0,0.04,,,,,,
Hyperdimension Neptunia mk2,PSV,2014,Action,Compile Heart,0,0,0.04,0,0.04,,,,,,
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0,0.04,0,0,0.04,76,12,4.3,286,Konami,
The Dark Spire,DS,2008,Role-Playing,Success,0.04,0,0,0,0.04,69,23,7.7,21,Success,E
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0,0,0.04,55,14,6,38,PlatinumGames,E10+
Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0,0,0.04,0,0.04,,,,,,T
D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,,,,,,
RollerCoaster Tycoon,PC,N/A,Strategy,Microprose,0.02,0.02,0,0.01,0.04,,,,,Chris Sawyer,
Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04,79,15,8.2,40,Pendulo Studios,E
Disney's Meet the Robinsons,GC,2007,Action,Disney Interactive Studios,0.03,0.01,0,0,0.04,68,5,tbd,,Avalanche Software,T
Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,E10+
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,Action,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,
Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0,0.04,0,0,0.04,,,,,,
Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,0,0,0.04,0,0.04,,,,,,
FlatOut 2,XB,2006,Racing,Empire Interactive,0.03,0.01,0,0,0.04,73,38,7.3,8,Bugbear,
Gem Smashers,3DS,2011,Platform,Crave Entertainment,0.04,0,0,0,0.04,,,tbd,,Frame Studios Interactive,T
Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0,0.01,0.04,71,37,8.2,9,Rebellion,E
Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0,0,0,0.04,37,4,7.8,5,Humongous Entertainment,T
Spy Fiction,PS2,2003,Action,Sega,0.02,0.02,0,0.01,0.04,61,33,tbd,,Access Games,E
Justice League: Chronicles,GBA,2003,Platform,Midway Games,0.03,0.01,0,0,0.04,43,7,tbd,,Full-Fat,M
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0,0.03,0,0.01,0.04,70,23,7.3,125,Ubisoft Romania,E
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04,35,8,5.8,78,CI Games,T
Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,M
Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,SCi,0.03,0.01,0,0,0.04,,,,,,
Honda ATV Fever,Wii,2010,Racing,Storm City Games,0.04,0,0,0,0.04,,,tbd,,Beyond Reality,
Top Gun,DS,2006,Simulation,505 Games,0.04,0,0,0,0.04,48,8,tbd,,InterActive Vision Games,E
M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0,0,0,0.04,,,,,,E10+
B's-LOG Party♪,PSP,2010,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
King Arthur,GC,2004,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04,60,14,tbd,,Krome Studios,
Chicken Shoot,GBA,2005,Action,Zoo Digital Publishing,0.03,0.01,0,0,0.04,,,,,,T
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0,0.03,0,0.04,82,18,8.5,86,WayForward,
Yowamushi Pedal,3DS,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,E10+
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.03,0.01,0,0,0.04,74,11,8.8,6,SystemSoft,
White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04,,,,,,E
Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,0.04,0,0,0,0.04,,,,,,
Avatar: The Game,PC,2009,Action,Ubisoft,0,0.04,0,0.01,0.04,,,,,,
Go Go Ackman 3,SNES,1995,Platform,Banpresto,0,0,0.04,0,0.04,,,,,,
Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,0.03,0.01,0,0,0.04,65,25,tbd,,Treasure,
Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0,0,0,0.04,67,9,7.6,9,Alfa System,E
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,80,20,8.1,46,Koei Tecmo Games,T
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0,0,0,0.04,43,5,7.5,4,Exient Entertainment,T
Star X,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0,0,0.04,60,10,tbd,,Graphic State,E
City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0,0.04,75,7,8.2,9,Monte Cristo Multimedia,E
The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0,0,0.04,0,0.04,,,,,,E
Record of Agarest War: Marriage,PSP,2012,Role-Playing,Compile Heart,0,0,0.04,0,0.04,,,,,,
San-X Land: Theme Park de Asobou!,DS,2006,Action,MTO,0,0,0.04,0,0.04,,,,,,
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04,67,23,8.2,50,5pb,
428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Spike,0,0,0.04,0,0.04,,,,,,M
Starry ? Sky: After Spring,PSP,2009,Misc,Aqua Plus,0,0,0.04,0,0.04,,,,,,
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Mechanic Escape,PS3,2012,Platform,D3Publisher,0,0,0.04,0,0.04,,,,,,
